Stat_Id,player_id,match_id,goals_scored,minutes_played,fraction_of_total_minutes_played,fraction_of_total_goals_scored
758,5,46,0,90,1.0,0.0
759,185,46,1,48,0.53,0.17
760,183,46,1,69,0.77,0.17
761,103,46,1,62,0.69,0.17
762,65,46,0,70,0.78,0.0
763,125,46,0,80,0.89,0.0
764,123,46,1,67,0.74,0.17
765,145,46,0,78,0.87,0.0
766,23,46,0,49,0.54,0.0
767,143,46,0,69,0.77,0.0
768,165,46,0,80,0.89,0.0
769,203,46,0,55,0.61,0.0
770,45,610,1,62,0.69,0.07
771,185,610,1,56,0.62,0.07
772,129,610,0,81,0.9,0.0
773,29,610,0,63,0.7,0.0
774,49,610,1,85,0.94,0.07
775,109,610,1,73,0.81,0.07
776,5,610,0,64,0.71,0.0
777,105,610,0,57,0.63,0.0
778,165,610,1,49,0.54,0.07
779,145,610,1,48,0.53,0.07
780,149,610,0,52,0.58,0.0
781,25,610,2,50,0.56,0.13
782,89,610,0,68,0.76,0.0
783,189,610,0,70,0.78,0.0
784,209,610,2,54,0.6,0.13
785,85,610,3,46,0.51,0.2
786,69,610,0,88,0.98,0.0
787,125,610,1,60,0.67,0.07
788,169,610,0,51,0.57,0.0
789,65,610,0,58,0.64,0.0
790,205,610,0,60,0.67,0.0
791,9,610,1,52,0.58,0.07
792,81,210,0,83,0.92,0.0
793,9,210,0,60,0.67,0.0
794,169,210,0,53,0.59,0.0
795,21,210,0,58,0.64,0.0
796,141,210,2,51,0.57,0.25
797,1,210,0,66,0.73,0.0
798,181,210,0,67,0.74,0.0
799,189,210,1,73,0.81,0.12
800,61,210,0,57,0.63,0.0
801,89,210,0,67,0.74,0.0
802,69,210,1,70,0.78,0.12
803,41,210,2,60,0.67,0.25
804,149,210,0,74,0.82,0.0
805,209,210,0,47,0.52,0.0
806,49,210,0,77,0.86,0.0
807,121,210,0,76,0.84,0.0
808,161,210,0,51,0.57,0.0
809,101,210,1,50,0.56,0.12
810,29,210,0,57,0.63,0.0
811,129,210,1,75,0.83,0.12
812,201,210,0,48,0.53,0.0
813,109,210,0,69,0.77,0.0
814,203,419,0,48,0.53,0.0
815,138,419,0,57,0.63,0.0
816,143,419,0,71,0.79,0.0
817,183,419,0,87,0.97,0.0
818,118,419,0,61,0.68,0.0
819,83,419,3,61,0.68,0.43
820,218,419,0,57,0.63,0.0
821,98,419,0,55,0.61,0.0
822,78,419,1,54,0.6,0.14
823,103,419,0,78,0.87,0.0
824,3,419,1,58,0.64,0.14
825,18,419,0,59,0.66,0.0
826,43,419,0,51,0.57,0.0
827,163,419,0,70,0.78,0.0
828,23,419,0,79,0.88,0.0
829,158,419,0,51,0.57,0.0
830,38,419,0,56,0.62,0.0
831,178,419,0,53,0.59,0.0
832,63,419,2,56,0.62,0.29
833,58,419,0,71,0.79,0.0
834,198,419,0,75,0.83,0.0
835,123,419,0,79,0.88,0.0
836,140,17,0,86,0.96,0.0
837,200,17,0,88,0.98,0.0
838,20,17,0,57,0.63,0.0
839,166,17,0,70,0.78,0.0
840,146,17,3,77,0.86,0.2
841,186,17,2,48,0.53,0.13
842,60,17,0,87,0.97,0.0
843,66,17,0,70,0.78,0.0
844,80,17,0,63,0.7,0.0
845,106,17,1,80,0.89,0.07
846,26,17,1,47,0.52,0.07
847,6,17,2,78,0.87,0.13
848,86,17,0,63,0.7,0.0
849,126,17,0,62,0.69,0.0
850,160,17,2,85,0.94,0.13
851,40,17,0,46,0.51,0.0
852,180,17,0,48,0.53,0.0
853,120,17,0,75,0.83,0.0
854,206,17,0,81,0.9,0.0
855,100,17,2,75,0.83,0.13
856,0,17,1,60,0.67,0.07
857,46,17,1,58,0.64,0.07
858,107,814,0,58,0.64,0.0
859,187,814,0,86,0.96,0.0
860,133,814,0,82,0.91,0.0
861,27,814,1,59,0.66,0.09
862,213,814,0,84,0.93,0.0
863,53,814,1,86,0.96,0.09
864,67,814,0,79,0.88,0.0
865,153,814,0,59,0.66,0.0
866,167,814,0,46,0.51,0.0
867,207,814,0,71,0.79,0.0
868,13,814,1,84,0.93,0.09
869,87,814,0,85,0.94,0.0
870,47,814,0,89,0.99,0.0
871,7,814,2,78,0.87,0.18
872,147,814,0,47,0.52,0.0
873,193,814,1,62,0.69,0.09
874,73,814,0,78,0.87,0.0
875,127,814,1,50,0.56,0.09
876,113,814,0,52,0.58,0.0
877,33,814,0,79,0.88,0.0
878,93,814,1,63,0.7,0.09
879,173,814,3,79,0.88,0.27
880,214,115,1,79,0.88,0.06
881,54,115,0,63,0.7,0.0
882,160,115,2,71,0.79,0.12
883,154,115,1,79,0.88,0.06
884,200,115,2,68,0.76,0.12
885,40,115,1,80,0.89,0.06
886,80,115,0,57,0.63,0.0
887,0,115,2,70,0.78,0.12
888,74,115,1,90,1.0,0.06
889,120,115,1,81,0.9,0.06
890,180,115,0,65,0.72,0.0
891,140,115,1,52,0.58,0.06
892,14,115,0,66,0.73,0.0
893,34,115,0,73,0.81,0.0
894,94,115,0,63,0.7,0.0
895,60,115,2,73,0.81,0.12
896,194,115,1,86,0.96,0.06
897,134,115,0,81,0.9,0.0
898,114,115,0,51,0.57,0.0
899,174,115,0,75,0.83,0.0
900,20,115,1,45,0.5,0.06
901,100,115,0,81,0.9,0.0
902,186,47,0,84,0.93,0.0
903,26,47,0,56,0.62,0.0
904,106,47,0,69,0.77,0.0
905,83,47,1,64,0.71,0.07
906,103,47,2,57,0.63,0.14
907,146,47,1,56,0.62,0.07
908,43,47,2,49,0.54,0.14
909,46,47,0,89,0.99,0.0
910,6,47,0,84,0.93,0.0
911,86,47,0,45,0.5,0.0
912,166,47,1,74,0.82,0.07
913,143,47,1,88,0.98,0.07
914,3,47,0,85,0.94,0.0
915,123,47,0,68,0.76,0.0
916,63,47,1,58,0.64,0.07
917,66,47,1,54,0.6,0.07
918,126,47,0,62,0.69,0.0
919,206,47,0,66,0.73,0.0
920,23,47,0,48,0.53,0.0
921,183,47,3,62,0.69,0.21
922,163,47,0,52,0.58,0.0
923,203,47,1,57,0.63,0.07
924,194,1015,0,89,0.99,0.0
925,94,1015,0,75,0.83,0.0
926,189,1015,0,59,0.66,0.0
927,129,1015,0,89,0.99,0.0
928,214,1015,1,47,0.52,0.12
929,69,1015,0,65,0.72,0.0
930,109,1015,0,67,0.74,0.0
931,154,1015,1,85,0.94,0.12
932,29,1015,0,53,0.59,0.0
933,174,1015,0,79,0.88,0.0
934,54,1015,0,86,0.96,0.0
935,9,1015,1,62,0.69,0.12
936,149,1015,1,81,0.9,0.12
937,74,1015,0,74,0.82,0.0
938,49,1015,2,78,0.87,0.25
939,14,1015,0,63,0.7,0.0
940,209,1015,0,81,0.9,0.0
941,134,1015,1,83,0.92,0.12
942,34,1015,1,57,0.63,0.12
943,114,1015,0,77,0.86,0.0
944,89,1015,0,61,0.68,0.0
945,169,1015,0,67,0.74,0.0
946,9,310,0,67,0.74,0.0
947,169,310,1,47,0.52,0.14
948,202,310,1,63,0.7,0.14
949,82,310,0,66,0.73,0.0
950,62,310,0,60,0.67,0.0
951,189,310,0,60,0.67,0.0
952,182,310,0,47,0.52,0.0
953,2,310,0,49,0.54,0.0
954,22,310,0,83,0.92,0.0
955,129,310,1,69,0.77,0.14
956,49,310,0,70,0.78,0.0
957,42,310,0,57,0.63,0.0
958,142,310,0,67,0.74,0.0
959,102,310,1,75,0.83,0.14
960,29,310,0,58,0.64,0.0
961,69,310,1,53,0.59,0.14
962,109,310,0,66,0.73,0.0
963,89,310,0,68,0.76,0.0
964,209,310,0,77,0.86,0.0
965,122,310,1,48,0.53,0.14
966,149,310,0,88,0.98,0.0
967,162,310,1,62,0.69,0.14
968,91,1218,0,46,0.51,0.0
969,117,1218,0,55,0.61,0.0
970,17,1218,1,67,0.74,0.08
971,197,1218,1,69,0.77,0.08
972,11,1218,1,84,0.93,0.08
973,137,1218,0,68,0.76,0.0
974,51,1218,0,76,0.84,0.0
975,217,1218,0,85,0.94,0.0
976,31,1218,0,61,0.68,0.0
977,157,1218,0,49,0.54,0.0
978,151,1218,0,46,0.51,0.0
979,71,1218,0,63,0.7,0.0
980,111,1218,0,78,0.87,0.0
981,77,1218,0,68,0.76,0.0
982,171,1218,0,46,0.51,0.0
983,97,1218,3,75,0.83,0.25
984,211,1218,0,90,1.0,0.0
985,131,1218,1,88,0.98,0.08
986,191,1218,0,67,0.74,0.0
987,57,1218,1,52,0.58,0.08
988,177,1218,1,74,0.82,0.08
989,37,1218,3,89,0.99,0.25
990,185,68,0,50,0.56,0.0
991,85,68,0,55,0.61,0.0
992,67,68,0,47,0.52,0.0
993,65,68,0,81,0.9,0.0
994,147,68,0,90,1.0,0.0
995,167,68,0,69,0.77,0.0
996,7,68,0,81,0.9,0.0
997,25,68,1,85,0.94,0.09
998,105,68,3,64,0.71,0.27
999,107,68,1,75,0.83,0.09
1000,47,68,1,90,1.0,0.09
1001,27,68,0,50,0.56,0.0
1002,45,68,2,81,0.9,0.18
1003,187,68,0,83,0.92,0.0
1004,165,68,2,77,0.86,0.18
1005,87,68,0,49,0.54,0.0
1006,207,68,1,57,0.63,0.09
1007,5,68,0,62,0.69,0.0
1008,205,68,0,73,0.81,0.0
1009,127,68,0,86,0.96,0.0
1010,125,68,0,77,0.86,0.0
1011,145,68,0,53,0.59,0.0
1012,143,413,0,81,0.9,0.0
1013,152,413,0,81,0.9,0.0
1014,112,413,0,88,0.98,0.0
1015,63,413,1,88,0.98,0.1
1016,172,413,1,55,0.61,0.1
1017,72,413,0,84,0.93,0.0
1018,192,413,0,79,0.88,0.0
1019,183,413,0,86,0.96,0.0
1020,3,413,0,72,0.8,0.0
1021,132,413,1,84,0.93,0.1
1022,103,413,1,60,0.67,0.1
1023,23,413,0,83,0.92,0.0
1024,163,413,1,83,0.92,0.1
1025,92,413,0,60,0.67,0.0
1026,203,413,3,57,0.63,0.3
1027,123,413,1,86,0.96,0.1
1028,212,413,0,88,0.98,0.0
1029,83,413,0,67,0.74,0.0
1030,43,413,0,62,0.69,0.0
1031,52,413,0,89,0.99,0.0
1032,32,413,1,48,0.53,0.1
1033,12,413,0,68,0.76,0.0
1034,92,113,0,69,0.77,0.0
1035,120,113,1,52,0.58,0.09
1036,32,113,1,82,0.91,0.09
1037,152,113,2,57,0.63,0.18
1038,72,113,1,56,0.62,0.09
1039,40,113,1,86,0.96,0.09
1040,192,113,1,45,0.5,0.09
1041,60,113,1,79,0.88,0.09
1042,200,113,0,86,0.96,0.0
1043,212,113,0,70,0.78,0.0
1044,132,113,0,52,0.58,0.0
1045,20,113,0,47,0.52,0.0
1046,52,113,0,66,0.73,0.0
1047,160,113,0,52,0.58,0.0
1048,100,113,1,77,0.86,0.09
1049,140,113,0,67,0.74,0.0
1050,80,113,1,48,0.53,0.09
1051,180,113,0,78,0.87,0.0
1052,12,113,1,87,0.97,0.09
1053,172,113,0,66,0.73,0.0
1054,0,113,0,82,0.91,0.0
1055,112,113,0,62,0.69,0.0
1056,96,817,0,86,0.96,0.0
1057,176,817,0,62,0.69,0.0
1058,56,817,0,90,1.0,0.0
1059,67,817,2,53,0.59,0.2
1060,16,817,0,55,0.61,0.0
1061,167,817,3,89,0.99,0.3
1062,127,817,1,47,0.52,0.1
1063,36,817,0,61,0.68,0.0
1064,196,817,0,52,0.58,0.0
1065,107,817,0,77,0.86,0.0
1066,156,817,0,63,0.7,0.0
1067,47,817,1,46,0.51,0.1
1068,216,817,0,80,0.89,0.0
1069,7,817,1,81,0.9,0.1
1070,136,817,0,70,0.78,0.0
1071,27,817,0,74,0.82,0.0
1072,207,817,0,89,0.99,0.0
1073,147,817,0,75,0.83,0.0
1074,187,817,0,61,0.68,0.0
1075,116,817,1,56,0.62,0.1
1076,87,817,1,63,0.7,0.1
1077,76,817,0,54,0.6,0.0
1078,22,317,1,65,0.72,0.08
1079,82,317,1,46,0.51,0.08
1080,216,317,1,59,0.66,0.08
1081,176,317,1,89,0.99,0.08
1082,56,317,0,51,0.57,0.0
1083,116,317,0,71,0.79,0.0
1084,2,317,1,74,0.82,0.08
1085,156,317,0,86,0.96,0.0
1086,182,317,0,53,0.59,0.0
1087,62,317,0,69,0.77,0.0
1088,36,317,1,70,0.78,0.08
1089,76,317,0,61,0.68,0.0
1090,122,317,1,67,0.74,0.08
1091,102,317,0,73,0.81,0.0
1092,136,317,2,73,0.81,0.15
1093,162,317,0,87,0.97,0.0
1094,42,317,0,74,0.82,0.0
1095,196,317,3,76,0.84,0.23
1096,16,317,0,67,0.74,0.0
1097,96,317,0,47,0.52,0.0
1098,202,317,0,77,0.86,0.0
1099,142,317,1,63,0.7,0.08
1100,112,1319,1,83,0.92,0.11
1101,92,1319,0,86,0.96,0.0
1102,12,1319,1,49,0.54,0.11
1103,198,1319,1,65,0.72,0.11
1104,132,1319,0,76,0.84,0.0
1105,158,1319,1,46,0.51,0.11
1106,218,1319,0,72,0.8,0.0
1107,72,1319,0,56,0.62,0.0
1108,118,1319,0,70,0.78,0.0
1109,172,1319,0,56,0.62,0.0
1110,152,1319,0,71,0.79,0.0
1111,58,1319,1,52,0.58,0.11
1112,78,1319,0,67,0.74,0.0
1113,18,1319,1,49,0.54,0.11
1114,192,1319,0,46,0.51,0.0
1115,38,1319,1,81,0.9,0.11
1116,212,1319,0,83,0.92,0.0
1117,138,1319,1,65,0.72,0.11
1118,178,1319,0,82,0.91,0.0
1119,98,1319,0,56,0.62,0.0
1120,52,1319,0,45,0.5,0.0
1121,32,1319,1,66,0.73,0.11
1122,34,1519,0,59,0.66,0.0
1123,218,1519,0,52,0.58,0.0
1124,58,1519,1,74,0.82,0.09
1125,54,1519,0,87,0.97,0.0
1126,198,1519,0,69,0.77,0.0
1127,154,1519,0,51,0.57,0.0
1128,138,1519,0,45,0.5,0.0
1129,18,1519,3,86,0.96,0.27
1130,194,1519,0,67,0.74,0.0
1131,178,1519,2,74,0.82,0.18
1132,38,1519,0,78,0.87,0.0
1133,114,1519,0,73,0.81,0.0
1134,98,1519,0,84,0.93,0.0
1135,78,1519,1,52,0.58,0.09
1136,158,1519,1,56,0.62,0.09
1137,174,1519,0,61,0.68,0.0
1138,214,1519,0,52,0.58,0.0
1139,134,1519,1,55,0.61,0.09
1140,118,1519,0,71,0.79,0.0
1141,94,1519,1,45,0.5,0.09
1142,14,1519,1,48,0.53,0.09
1143,74,1519,0,54,0.6,0.0
1144,108,79,1,76,0.84,0.08
1145,188,79,3,59,0.66,0.25
1146,146,79,0,80,0.89,0.0
1147,46,79,3,87,0.97,0.25
1148,166,79,0,59,0.66,0.0
1149,66,79,1,73,0.81,0.08
1150,8,79,0,72,0.8,0.0
1151,68,79,1,77,0.86,0.08
1152,186,79,0,68,0.76,0.0
1153,28,79,0,71,0.79,0.0
1154,26,79,0,87,0.97,0.0
1155,206,79,0,80,0.89,0.0
1156,48,79,0,45,0.5,0.0
1157,168,79,0,89,0.99,0.0
1158,148,79,0,78,0.87,0.0
1159,128,79,0,68,0.76,0.0
1160,126,79,1,75,0.83,0.08
1161,86,79,0,65,0.72,0.0
1162,208,79,0,60,0.67,0.0
1163,6,79,2,72,0.8,0.17
1164,106,79,0,55,0.61,0.0
1165,88,79,0,56,0.62,0.0
1166,189,910,0,81,0.9,0.0
1167,188,910,1,69,0.77,0.06
1168,89,910,0,77,0.86,0.0
1169,28,910,2,57,0.63,0.12
1170,88,910,1,90,1.0,0.06
1171,49,910,0,50,0.56,0.0
1172,128,910,0,71,0.79,0.0
1173,209,910,1,58,0.64,0.06
1174,169,910,0,87,0.97,0.0
1175,129,910,0,45,0.5,0.0
1176,29,910,1,48,0.53,0.06
1177,108,910,0,45,0.5,0.0
1178,68,910,3,83,0.92,0.18
1179,109,910,1,53,0.59,0.06
1180,9,910,0,71,0.79,0.0
1181,48,910,1,54,0.6,0.06
1182,208,910,0,83,0.92,0.0
1183,8,910,2,67,0.74,0.12
1184,149,910,0,58,0.64,0.0
1185,168,910,3,73,0.81,0.18
1186,69,910,0,60,0.67,0.0
1187,148,910,1,48,0.53,0.06
1188,27,28,1,72,0.8,0.08
1189,61,28,3,86,0.96,0.23
1190,107,28,0,67,0.74,0.0
1191,167,28,2,49,0.54,0.15
1192,127,28,0,61,0.68,0.0
1193,81,28,0,68,0.76,0.0
1194,87,28,1,82,0.91,0.08
1195,181,28,0,84,0.93,0.0
1196,7,28,0,84,0.93,0.0
1197,207,28,1,82,0.91,0.08
1198,101,28,1,86,0.96,0.08
1199,47,28,1,49,0.54,0.08
1200,1,28,1,51,0.57,0.08
1201,161,28,0,90,1.0,0.0
1202,121,28,1,83,0.92,0.08
1203,201,28,0,68,0.76,0.0
1204,187,28,0,74,0.82,0.0
1205,67,28,0,53,0.59,0.0
1206,41,28,0,60,0.67,0.0
1207,21,28,1,68,0.76,0.08
1208,147,28,0,71,0.79,0.0
1209,141,28,0,79,0.88,0.0
1210,170,1118,0,73,0.81,0.0
1211,190,1118,1,71,0.79,0.06
1212,77,1118,1,53,0.59,0.06
1213,210,1118,0,62,0.69,0.0
1214,17,1118,0,85,0.94,0.0
1215,97,1118,0,56,0.62,0.0
1216,137,1118,0,86,0.96,0.0
1217,57,1118,2,48,0.53,0.12
1218,197,1118,1,74,0.82,0.06
1219,117,1118,3,65,0.72,0.18
1220,157,1118,1,62,0.69,0.06
1221,217,1118,0,52,0.58,0.0
1222,90,1118,1,55,0.61,0.06
1223,130,1118,0,56,0.62,0.0
1224,37,1118,0,89,0.99,0.0
1225,110,1118,0,57,0.63,0.0
1226,177,1118,2,61,0.68,0.12
1227,50,1118,0,62,0.69,0.0
1228,10,1118,0,65,0.72,0.0
1229,30,1118,2,50,0.56,0.12
1230,70,1118,1,73,0.81,0.06
1231,150,1118,2,49,0.54,0.12
1232,39,420,2,59,0.66,0.13
1233,83,420,0,87,0.97,0.0
1234,43,420,1,55,0.61,0.07
1235,63,420,3,87,0.97,0.2
1236,19,420,1,82,0.91,0.07
1237,183,420,3,55,0.61,0.2
1238,119,420,0,50,0.56,0.0
1239,179,420,1,79,0.88,0.07
1240,23,420,0,68,0.76,0.0
1241,103,420,0,79,0.88,0.0
1242,219,420,0,81,0.9,0.0
1243,199,420,0,73,0.81,0.0
1244,139,420,2,70,0.78,0.13
1245,203,420,1,83,0.92,0.07
1246,143,420,0,58,0.64,0.0
1247,3,420,0,79,0.88,0.0
1248,163,420,0,61,0.68,0.0
1249,159,420,0,58,0.64,0.0
1250,59,420,0,71,0.79,0.0
1251,123,420,1,80,0.89,0.07
1252,99,420,0,61,0.68,0.0
1253,79,420,0,62,0.69,0.0
1254,147,813,0,70,0.78,0.0
1255,32,813,0,82,0.91,0.0
1256,27,813,1,86,0.96,0.11
1257,52,813,0,78,0.87,0.0
1258,167,813,0,80,0.89,0.0
1259,207,813,0,67,0.74,0.0
1260,127,813,0,53,0.59,0.0
1261,72,813,1,84,0.93,0.11
1262,7,813,0,53,0.59,0.0
1263,67,813,0,65,0.72,0.0
1264,92,813,0,46,0.51,0.0
1265,87,813,0,72,0.8,0.0
1266,152,813,0,64,0.71,0.0
1267,112,813,0,77,0.86,0.0
1268,192,813,1,74,0.82,0.11
1269,12,813,0,64,0.71,0.0
1270,107,813,2,69,0.77,0.22
1271,172,813,1,48,0.53,0.11
1272,132,813,1,80,0.89,0.11
1273,187,813,0,85,0.94,0.0
1274,47,813,2,61,0.68,0.22
1275,212,813,0,77,0.86,0.0
1276,24,518,3,59,0.66,0.15
1277,144,518,0,73,0.81,0.0
1278,104,518,0,59,0.66,0.0
1279,204,518,0,82,0.91,0.0
1280,97,518,0,82,0.91,0.0
1281,84,518,1,79,0.88,0.05
1282,117,518,0,71,0.79,0.0
1283,217,518,0,77,0.86,0.0
1284,17,518,0,59,0.66,0.0
1285,164,518,1,83,0.92,0.05
1286,64,518,0,90,1.0,0.0
1287,4,518,0,51,0.57,0.0
1288,184,518,3,78,0.87,0.15
1289,157,518,0,58,0.64,0.0
1290,57,518,3,57,0.63,0.15
1291,37,518,2,84,0.93,0.1
1292,177,518,0,50,0.56,0.0
1293,44,518,2,78,0.87,0.1
1294,77,518,3,90,1.0,0.15
1295,137,518,0,73,0.81,0.0
1296,197,518,2,73,0.81,0.1
1297,124,518,0,71,0.79,0.0
1298,211,712,2,54,0.6,0.11
1299,51,712,0,72,0.8,0.0
1300,126,712,2,45,0.5,0.11
1301,166,712,1,49,0.54,0.06
1302,26,712,2,73,0.81,0.11
1303,6,712,1,76,0.84,0.06
1304,91,712,2,87,0.97,0.11
1305,191,712,0,65,0.72,0.0
1306,106,712,1,72,0.8,0.06
1307,206,712,1,87,0.97,0.06
1308,186,712,1,49,0.54,0.06
1309,146,712,0,74,0.82,0.0
1310,111,712,0,52,0.58,0.0
1311,131,712,0,68,0.76,0.0
1312,31,712,0,81,0.9,0.0
1313,151,712,1,63,0.7,0.06
1314,66,712,0,68,0.76,0.0
1315,171,712,0,88,0.98,0.0
1316,11,712,1,72,0.8,0.06
1317,46,712,3,84,0.93,0.17
1318,86,712,0,89,0.99,0.0
1319,71,712,0,56,0.62,0.0
1320,72,613,0,61,0.68,0.0
1321,212,613,0,46,0.51,0.0
1322,152,613,2,74,0.82,0.4
1323,25,613,1,81,0.9,0.2
1324,192,613,0,89,0.99,0.0
1325,12,613,0,72,0.8,0.0
1326,65,613,1,80,0.89,0.2
1327,145,613,0,87,0.97,0.0
1328,205,613,0,54,0.6,0.0
1329,165,613,0,82,0.91,0.0
1330,132,613,1,90,1.0,0.2
1331,85,613,0,76,0.84,0.0
1332,92,613,0,58,0.64,0.0
1333,32,613,0,47,0.52,0.0
1334,185,613,0,63,0.7,0.0
1335,45,613,0,49,0.54,0.0
1336,105,613,0,80,0.89,0.0
1337,125,613,0,70,0.78,0.0
1338,52,613,0,66,0.73,0.0
1339,112,613,0,46,0.51,0.0
1340,5,613,0,74,0.82,0.0
1341,172,613,0,88,0.98,0.0
1342,59,1520,0,66,0.73,0.0
1343,174,1520,2,54,0.6,0.22
1344,179,1520,0,61,0.68,0.0
1345,94,1520,0,80,0.89,0.0
1346,119,1520,0,83,0.92,0.0
1347,194,1520,1,58,0.64,0.11
1348,154,1520,1,88,0.98,0.11
1349,139,1520,0,85,0.94,0.0
1350,219,1520,0,58,0.64,0.0
1351,14,1520,0,47,0.52,0.0
1352,214,1520,0,90,1.0,0.0
1353,34,1520,0,71,0.79,0.0
1354,114,1520,0,89,0.99,0.0
1355,79,1520,0,71,0.79,0.0
1356,39,1520,2,60,0.67,0.22
1357,99,1520,1,54,0.6,0.11
1358,74,1520,0,60,0.67,0.0
1359,19,1520,0,71,0.79,0.0
1360,54,1520,0,64,0.71,0.0
1361,159,1520,0,50,0.56,0.0
1362,199,1520,2,47,0.52,0.22
1363,134,1520,0,72,0.8,0.0
1364,25,614,1,63,0.7,0.05
1365,73,614,1,86,0.96,0.05
1366,5,614,0,73,0.81,0.0
1367,85,614,0,84,0.93,0.0
1368,13,614,0,54,0.6,0.0
1369,185,614,0,82,0.91,0.0
1370,125,614,0,63,0.7,0.0
1371,33,614,0,87,0.97,0.0
1372,205,614,0,69,0.77,0.0
1373,105,614,1,72,0.8,0.05
1374,45,614,0,47,0.52,0.0
1375,113,614,3,51,0.57,0.16
1376,133,614,0,54,0.6,0.0
1377,145,614,3,65,0.72,0.16
1378,193,614,2,59,0.66,0.11
1379,93,614,3,64,0.71,0.16
1380,173,614,0,68,0.76,0.0
1381,213,614,2,49,0.54,0.11
1382,53,614,0,49,0.54,0.0
1383,153,614,0,51,0.57,0.0
1384,165,614,0,57,0.63,0.0
1385,65,614,3,63,0.7,0.16
1386,200,112,0,68,0.76,0.0
1387,100,112,2,70,0.78,0.2
1388,20,112,0,68,0.76,0.0
1389,160,112,0,62,0.69,0.0
1390,60,112,1,56,0.62,0.1
1391,211,112,0,50,0.56,0.0
1392,111,112,1,78,0.87,0.1
1393,11,112,0,53,0.59,0.0
1394,91,112,1,59,0.66,0.1
1395,131,112,0,76,0.84,0.0
1396,140,112,0,83,0.92,0.0
1397,40,112,0,88,0.98,0.0
1398,191,112,0,71,0.79,0.0
1399,51,112,1,64,0.71,0.1
1400,80,112,0,70,0.78,0.0
1401,171,112,0,71,0.79,0.0
1402,0,112,0,58,0.64,0.0
1403,31,112,0,56,0.62,0.0
1404,71,112,0,45,0.5,0.0
1405,180,112,1,77,0.86,0.1
1406,151,112,1,79,0.88,0.1
1407,120,112,2,68,0.76,0.2
1408,124,25,1,73,0.81,0.06
1409,64,25,0,48,0.53,0.0
1410,4,25,0,90,1.0,0.0
1411,24,25,1,89,0.99,0.06
1412,1,25,1,45,0.5,0.06
1413,141,25,1,80,0.89,0.06
1414,81,25,1,80,0.89,0.06
1415,201,25,1,50,0.56,0.06
1416,204,25,0,50,0.56,0.0
1417,181,25,1,79,0.88,0.06
1418,161,25,0,53,0.59,0.0
1419,44,25,2,59,0.66,0.12
1420,104,25,0,69,0.77,0.0
1421,61,25,0,70,0.78,0.0
1422,101,25,0,70,0.78,0.0
1423,184,25,1,65,0.72,0.06
1424,84,25,0,50,0.56,0.0
1425,121,25,1,56,0.62,0.06
1426,144,25,0,90,1.0,0.0
1427,41,25,3,71,0.79,0.19
1428,164,25,1,84,0.93,0.06
1429,21,25,1,64,0.71,0.06
1430,37,1318,0,55,0.61,0.0
1431,17,1318,0,55,0.61,0.0
1432,217,1318,1,51,0.57,0.07
1433,172,1318,0,78,0.87,0.0
1434,77,1318,0,45,0.5,0.0
1435,152,1318,0,71,0.79,0.0
1436,137,1318,0,58,0.64,0.0
1437,132,1318,3,60,0.67,0.21
1438,97,1318,0,76,0.84,0.0
1439,12,1318,0,90,1.0,0.0
1440,112,1318,0,74,0.82,0.0
1441,157,1318,0,70,0.78,0.0
1442,212,1318,0,86,0.96,0.0
1443,117,1318,1,66,0.73,0.07
1444,197,1318,0,85,0.94,0.0
1445,92,1318,0,90,1.0,0.0
1446,192,1318,1,88,0.98,0.07
1447,72,1318,2,73,0.81,0.14
1448,32,1318,0,88,0.98,0.0
1449,57,1318,3,63,0.7,0.21
1450,177,1318,3,46,0.51,0.21
1451,52,1318,0,56,0.62,0.0
1452,144,45,0,58,0.64,0.0
1453,143,45,1,46,0.51,0.08
1454,184,45,0,80,0.89,0.0
1455,63,45,0,72,0.8,0.0
1456,204,45,1,67,0.74,0.08
1457,103,45,1,81,0.9,0.08
1458,203,45,1,83,0.92,0.08
1459,163,45,0,76,0.84,0.0
1460,64,45,0,75,0.83,0.0
1461,3,45,0,72,0.8,0.0
1462,44,45,3,69,0.77,0.25
1463,123,45,1,63,0.7,0.08
1464,24,45,0,50,0.56,0.0
1465,84,45,1,60,0.67,0.08
1466,23,45,0,83,0.92,0.0
1467,124,45,0,58,0.64,0.0
1468,164,45,1,68,0.76,0.08
1469,104,45,1,74,0.82,0.08
1470,83,45,0,83,0.92,0.0
1471,183,45,0,68,0.76,0.0
1472,4,45,0,67,0.74,0.0
1473,43,45,1,64,0.71,0.08
1474,136,217,1,65,0.72,0.17
1475,1,217,0,48,0.53,0.0
1476,16,217,1,88,0.98,0.17
1477,96,217,1,89,0.99,0.17
1478,61,217,0,45,0.5,0.0
1479,176,217,1,71,0.79,0.17
1480,181,217,0,71,0.79,0.0
1481,156,217,1,61,0.68,0.17
1482,101,217,0,85,0.94,0.0
1483,121,217,0,64,0.71,0.0
1484,56,217,0,53,0.59,0.0
1485,161,217,0,90,1.0,0.0
1486,81,217,0,84,0.93,0.0
1487,216,217,0,60,0.67,0.0
1488,21,217,0,65,0.72,0.0
1489,196,217,0,69,0.77,0.0
1490,76,217,0,58,0.64,0.0
1491,201,217,0,73,0.81,0.0
1492,36,217,0,49,0.54,0.0
1493,116,217,0,84,0.93,0.0
1494,141,217,1,65,0.72,0.17
1495,41,217,0,48,0.53,0.0
